GWD,W,Sa,TWL,P,T,Hu,ELE
0.349454879,18.2509176,15.24359732,90.43940527,0,9.9,70,0.559
-0.132501998,28.57377184,31.55279503,123.7348133,0,20,100,0.04
-0.9166378,20.02713951,26.66076839,103.3375764,0.1,4.9,47,0.986
-0.128746376,16.04421169,29.32183713,79.76330097,0,12.4,64,1.279
-0.128746376,9.2048046,15.02841168,105.0878088,0,16.2,66,0.494
-0.128746376,14.10190239,14.80959369,84.24500561,0,-6.5,69,0.494
-0.128746376,17.16893525,17.18709109,99.78777819,0,-5.5,18,0.494
-0.128746376,15.01492731,25.61377029,160.5575169,0,24.1,68,0.494
-0.535192308,18.62157217,23.77350354,89.43239668,0,28.2,74,0.135
-0.391600145,21.81295862,25.39555378,99.32162057,0,9.2,50,0.135
0.345244774,27.61573127,21.15378454,132.4583573,0,30.3,52,0.494
0.687,21.50019807,24.95701346,93.31003461,0,17.9,60,0.687
-0.788005612,20.19257131,30.46913839,135.0778103,15,23.7,100,0.986
-0.163315315,28.58802323,19.38150746,89.40865047,0,28,35,0.04
0.352305067,18.93196874,11.05014252,63.7547681,0,1.9,19,0.559
-0.185915268,28.84586544,33.42817071,86.44297999,0,21,81,0.04
0.494,21.50019807,24.95701346,129.2180392,3,11.3,85,0.494
-0.525780388,10.2012275,22.9749537,77.86364416,0,1.8,35,0.135
-0.464124568,17.65027394,17.41638294,61.1139638,0,17.5,39,0.135
-0.981498978,17.89910277,27.96269258,139.3676614,0,32.1,73,0.986
-0.170810811,28.64209894,19.30915512,99.56718725,0,17.5,100,0.04
0.094682119,20.63029672,20.59707473,96.47545937,0,26,89,0.687
-0.128746376,13.37209559,32.91356822,105.8163388,0,8,71,1.279
-0.514358974,14.79262673,23.25165174,105.8236833,0,-8.2,82,0.135
-0.128746376,15.87310684,15.24173443,36.91335576,0,1.2,34,0.494
0.430827963,22.74494089,13.35653215,118.7313252,0,34.9,65,0.559
0.279328935,28.85224285,21.65665163,136.3771885,0,18.7,99,0.494
0.31564043,17.33229894,14.44813096,64.67223575,0,7,52,0.559
0.344493471,27.95553128,21.47316929,117.6948542,0,25.2,89,0.494
-0.459056755,20.58874914,12.55036668,45.97927362,0,4.3,16,0.342
-0.527339744,20.7852425,23.55297416,85.90095299,0,9.1,78,0.135
-0.248442131,27.81206171,31.11578414,70.11838631,0,4.9,100,0.342
-0.128746376,8.422117169,29.52501849,117.3881254,0,32.2,20,1.279
0.289924851,14.26041673,16.23212442,37.64481406,0,0.5,79,0.559
-0.496626699,23.49801394,14.24167564,37.61224226,0.3,12.8,90,0.342
-0.022888087,27.87858787,26.28731717,110.7972907,0,23.2,93,0.04
0.248879907,25.12214658,28.23455544,126.1582792,0,34.2,32,0.559
-0.85894262,18.24719872,14.09682915,122.1001047,0,25.1,72,0.986
-0.228709742,27.66342955,18.87048192,47.83147514,0,18.1,63,0.04
-0.247109858,28.37172041,20.8366596,78.31843664,0,17.5,40,0.04
-1.012797605,18.57483842,23.8908242,80.83800017,0,21.6,97,0.986
0.298804669,27.45507792,21.8136462,90.9145789,0,9.2,76,0.494
-0.427537044,27.0667201,31.54887923,71.12913683,0.3,12.3,100,0.342
-0.407865308,11.00842344,17.34647396,106.952609,0,12.4,63,0.135
-0.522366107,23.18189407,22.99432467,134.2609287,0,17.9,25,0.342
0.494,21.50019807,24.95701346,86.21074922,0,22.2,47,0.494
-0.128746376,21.50019807,24.95701346,54.32675742,0,20.1,76,1.279
-0.474244604,23.82108495,13.16170327,74.54907959,0,0.1,54,0.342
0.403020181,24.57453948,22.17720788,41.48380293,0,10.1,64,0.687
0.293606519,24.47336804,28.23468904,155.4121948,0,24.3,56,0.559
-0.540961538,13.5483871,23.68377237,31.73734193,0,2.4,79,0.135
-0.128746376,16.57673218,34.07779121,44.52955255,0,-0.9,70,1.279
-0.056209719,29.01497092,33.324837,36.31864286,0,21,56,0.687
0.210359119,25.04215049,26.9835803,46.94265345,0,26.5,49,0.559
-0.235152796,27.67075514,28.90429142,22.25857166,0,6.1,33,0.04
-0.128746376,9.173606618,16.82978446,111.8573604,0,6.1,73,0.494
-0.047373764,27.39867865,27.90836466,80.99001796,0,-0.9,90,0.04
0.265532253,28.45836773,27.93032908,75.56762696,0,16.2,40,0.494
-0.542947524,9.821323797,18.7188618,82.6849355,0,-1.6,59,0.135
0.354288299,23.85462555,28.81374267,135.2988573,45,24.6,100,0.559
0.232863458,26.88234918,26.40688827,98.72008881,0,22,100,0.559
0.021694901,28.63680825,32.91842992,86.25734243,0,17.1,77,0.687
-0.537414069,22.89599176,27.95113158,123.0432432,0,17.3,100,0.135
0.278645839,26.0971805,24.99040875,77.24117132,0,10.4,60,0.687
-0.426057692,13.46423562,23.97052601,72.53171477,0,-4.5,35,0.135
0.182910242,24.78588491,24.05914026,59.01052647,0,-0.1,84,0.687
-0.499871004,9.06346754,17.92408287,63.3500099,0,9.5,66,0.135
-0.137124269,28.59909921,29.32490461,118.7983854,0,22.8,100,0.342
-0.172886436,28.59968323,28.45826706,115.6478521,0,26.5,88,0.342
-0.585833333,13.11560809,24.69223637,54.49920084,0,1.3,54,0.135
0.494,21.50019807,24.95701346,114.0896126,0,21.1,64,0.494
-0.223612335,24.13450942,31.39042452,33.96110893,13,19.7,100,0.342
-0.919366882,17.31937379,26.20511024,133.4272423,0,20.6,79,0.986
-0.305001001,26.97863277,31.61652622,54.73464633,0,14,33,0.04
0.2432761,27.50106793,26.47897477,121.6028503,0.7,30.9,60,0.559
-0.128746376,14.88501855,16.24888732,50.1400135,0,0.9,29,0.494
-0.550416667,20.01602885,22.11703958,130.1987915,0,16.9,24,0.135
0.310200217,22.25806452,13.8632083,142.4138076,5,29.4,49,0.559
0.334393466,27.64431629,21.47316929,117.7386758,0,30.4,60,0.494
-0.573907903,22.41249487,36.81954737,122.8789822,6,25.4,100,0.135
-0.128746376,14.12323071,12.12357573,78.31843664,0,17.5,40,0.494
-0.128746376,9.345816803,15.81603889,116.3772843,0.3,20,50,0.494
-1.145583678,18.68200012,21.2998468,136.1375276,0,27.5,61,0.986
-0.128746376,12.20980244,21.07181492,138.727343,0,27.6,48,0.494
0.206356605,28.96445004,19.43583674,158.3362819,0,35.4,58,0.494
-0.610730577,21.92631157,14.11576207,43.26446729,0,16.9,33,0.135
-0.285117117,28.15995857,31.7203084,89.69149945,0,1.9,31,0.04
-0.39617607,17.82757414,17.18465454,70.85861826,0,24.7,69,0.135
-0.542163047,13.11560809,27.82939608,96.52532785,0,-15,68,0.135
0.215158418,19.50447384,18.11302493,63.93469348,0,-4.7,64,0.559
-0.325838357,26.97686284,33.33793625,137.8467176,0,26.5,86,0.342
-0.128746376,12.93669004,15.01010479,132.8956209,0,13.6,56,0.494
-0.40025641,19.16355518,24.63750871,175.1527358,120,23,100,0.135
-0.128746376,11.56132273,14.01183026,80.85578281,0,10.3,89,0.494
-0.128746376,14.63539404,25.01980523,85.33864542,0,25,32,0.494
0.247239876,27.34669306,22.61153384,120.3790165,0,18.9,89,0.494
0.308792666,18.00193581,18.5003549,37.61224226,0.3,12.8,90,0.559
-0.524604317,24.22689225,19.82505161,90.83037702,0,-4,66,0.342
0.255379642,25.77092511,25.56442704,139.9328383,0,27,35,0.559
0.041513952,25.01617601,28.01767989,111.9028343,0,4.8,91,0.687
-0.287338129,27.06519863,27.72787352,82.19345808,0,7.7,63,0.04
-0.128746376,14.84095896,37.61698718,106.0863738,0,20.5,100,1.279
-1.308049566,16.89451342,27.35307364,51.0639703,0,14,25,0.986
-0.530064103,20.13143535,22.16733455,160.5575169,0,29.9,76,0.135
-0.916100679,20.73279253,23.27745289,137.5942437,1,14.7,100,0.986
-0.17029029,28.56398959,20.48335861,104.1181999,0,20.2,45,0.04
-0.128746376,10.36680813,15.81288977,87.02263285,0,9.1,50,0.494
-0.575550078,9.499433164,26.22051983,26.80205871,0,10,17,0.135
-0.128746376,13.72896996,37.23750978,137.5942437,0,2.8,100,1.279
0.494,21.50019807,24.95701346,135.967734,3,17.2,73,0.494
0.04,21.50019807,24.95701346,89.20042049,0,14.5,55,0.04
-0.372949188,20.68120892,30.90727018,73.71343391,0,26.6,100,0.135
0.344024318,15.92499305,19.50560116,67.16170395,0,16.4,47,0.559
-0.128746376,17.70884243,16.17746855,79.772514,0,-3.4,44,0.494
-0.128746376,7.633416814,18.11884585,54.24675701,0,1.6,76,0.494
0.084904544,29.10456731,36.12474181,75.47697498,3,14.9,100,0.687
0.204994636,27.87898724,27.19983981,134.0279242,0,31.1,60,0.559
-0.440498515,18.36764655,16.17227443,68.07832374,0.6,17.6,100,0.135
-0.128746376,14.89503246,37.76121795,128.487075,0,23.9,83,1.279
-0.967930332,20.14205225,23.24421304,73.71343391,0,24.6,56,0.986
-0.14618705,26.75719495,14.52201757,73.5059761,0,32,51,0.342
0.249100181,28.25964647,19.22106021,153.4163039,0,30.4,53,0.494
-0.173445244,28.4543455,33.64456021,60.65598095,0,20.4,98,0.04
0.391616078,21.98757764,12.92614084,110.5845943,0,19.8,97,0.559
-0.423426337,11.10418325,18.71596879,101.4980148,0,19.2,37,0.135
-0.433784541,26.07997132,31.11295095,77.8445191,6,18.9,100,0.342
-0.4,21.50019807,24.95701346,55.89435899,4,10.8,48,0.986
0.06567319,29.10456731,34.53631277,100.188837,0,14.5,56,0.687
0.225180011,29.10456731,36.99134729,100.1544287,0,9.7,42,0.687
0.296533991,25.77092511,27.08153544,157.6006841,0.5,27.3,66,0.559
-0.422211538,14.44067707,19.43725515,79.02788845,0,30,55,0.135
-0.577795334,9.445398071,26.2205307,52.21088209,0,9,21,0.135
-0.232136559,28.37172041,22.7827864,98.66880573,0,6.9,48,0.04
-0.128746376,17.61653493,46.09353134,45.01918029,0.3,13.4,100,0.494
0.225534319,26.63795385,25.27893521,116.3265745,0,7.1,35,0.687
0.346915242,20.85153276,13.28711269,124.2921491,0,25.6,35,0.559
-0.128746376,15.39342618,30.33061787,103.2880472,2,11.6,90,1.279
-0.128746376,16.1011914,30.46636419,104.1060627,0,21.5,80,1.279
-0.128746376,14.53425144,14.91366305,76.87712872,0,-10.6,85,0.494
-0.583597122,22.47461414,15.33897775,69.2768254,0,-8.6,54,0.342
0.357381572,14.260492,16.15982407,67.18206175,0,4.5,43,0.559
-1.237716634,16.57012415,27.67517672,85.60391806,10,8.7,73,0.986
-0.128746376,16.842205,33.97143185,44.31758098,0,11.7,22,1.279
0.494,21.50019807,24.95701346,61.27479546,0.2,16.8,74,0.494
-0.128746376,16.62737721,15.6005203,75.04999363,0,-7.9,45,0.494
-0.386155076,25.12053632,13.73610029,100.6637548,12,8.6,92,0.342
-0.565211831,23.33904908,17.59044692,119.5716906,0,2.2,83,0.342
0.071719693,24.06523585,21.45144316,153.4163039,0,30.4,53,0.687
-0.020900901,28.75025035,21.63939376,98.88107018,0,32,68,0.04
0.373549882,22.63674614,15.73994739,133.6933017,0,11.7,89,0.559
-0.593473323,13.44019235,27.82950725,29.33190802,0,-5.3,23,0.135
-0.128746376,15.83002729,38.38217997,124.2925164,0,24.9,66,0.494
-0.183232,26.85724485,27.38648555,39.74601387,0,-0.1,87,0.04
-0.128746376,7.761948948,12.92489118,26.80205871,0,10,17,0.494
0.063068619,26.14175331,25.67238765,78.7469825,0,3.2,55,0.687
-0.472560985,12.19595271,28.87010358,60.4893716,0,6.8,23,0.135
-0.126682654,27.88499318,28.03790485,142.2178805,0,20.3,64,0.342
0.37424332,17.38895038,11.76914615,56.23745942,0,12.7,34,0.559
-0.353368042,24.94603786,31.40481789,77.4376807,1,18.5,100,0.342
-0.253568282,26.08143976,31.46324853,90.64643055,0,20.6,99,0.342
0.34421156,24.98998799,24.04897689,93.37051793,0,25.8,42,0.559
0.326034889,18.95556328,12.78374873,110.408919,0,19,17,0.559
0.189443172,27.53309308,23.12748295,95.08217546,0,24.8,100,0.494
0.124357843,28.25912438,32.05260656,125.005499,0,27.3,80,0.687
0.293155724,24.57147765,21.56418261,56.84672927,0,-8.4,20,0.687
-0.209225225,28.85840176,21.47180441,144.1306043,0,26.7,33,0.04
-0.180596597,28.85840176,19.3087996,91.83042568,0,19.8,66,0.04
-0.128746376,24.64489395,39.61590655,122.8977465,0,30.6,60,0.494
-1.041080879,18.51645975,31.04473985,92.75671663,0,5.7,37,0.986
0.302270696,26.45800065,27.45004447,95.68690096,0,22.3,98,0.494
-0.128746376,13.91596573,30.9644987,140.8941908,0,36.1,23,1.279
0.687,21.50019807,24.95701346,110.4175579,0.1,19.1,62,0.687
0.375757496,27.08501145,21.77052463,160.5575169,73,26.1,99,0.494
-0.522211538,13.5483871,23.68379474,80.99001796,0,-0.9,90,0.135
-0.522211538,15.38769786,21.88256034,95.14080837,0,-4.3,95,0.135
-0.277258193,28.19911602,33.3514328,70.5147621,0,7.6,100,0.04
0.132862328,29.34495192,34.10138929,142.4983971,6,22,100,0.687
-0.582478018,23.23102275,17.10965189,23.57928464,0,1.5,98,0.342
-0.128746376,21.50019807,24.95701346,136.1093199,0,11.8,67,1.279
-0.4,21.50019807,24.95701346,135.9569882,10,11.3,94,0.986
0.494,21.50019807,24.95701346,58.37887118,0,18.5,56,0.494
0.204567682,26.14744771,25.50180216,96.01704854,0.8,25,65,0.559
-0.333876898,22.68363182,20.66793626,67.37163156,0,10.7,28,0.342
-0.128746376,13.12514945,17.39140366,104.0591462,0,30,27,0.494
-0.50330797,28.29514531,30.10139685,89.03093167,0,9.9,93,0.342
-1.034138211,18.13825767,20.4534906,109.1555792,0,19.4,69,0.986
-0.128746376,21.50019807,24.95701346,99.64158228,0,11.1,99,0.494
-0.128746376,16.16570743,29.25031162,118.0934629,0.3,13.2,95,1.279
0.112761119,26.41197801,26.21750225,55.49170211,0,0.6,81,0.687
-0.439028444,8.415857721,18.71840551,54.42827733,0,13.2,44,0.135
-0.532442366,23.37053629,27.95113158,112.0956341,0,26.6,46,0.135
0.416964856,21.28431176,15.81141374,137.2365986,0,17,91,0.559
0.31094606,20.26075051,17.32240709,64.86448299,0,-1.1,69,0.559
0.359644242,26.96600666,20.50500601,118.0986099,0,23.9,98,0.494
-0.294576788,28.4591171,33.01678208,59.24970188,0,-6.5,90,0.04
-0.918581322,20.18913384,26.660902,45.57015825,0,-3.2,80,0.986
-0.128746376,14.7464125,16.45344794,76.75584707,0.1,21.1,76,0.494
0.361927691,26.52746053,17.53864254,82.54573846,0,8.7,48,0.494
-1.273354771,17.65142171,28.24473919,106.1891213,0,8.6,72,0.986
-0.263660392,25.5708373,31.6044862,93.98084163,1,22.1,99,0.342
0.238471943,25.32904572,15.33159687,73.64855682,0,16.4,24,0.687
-0.285606728,25.97330675,31.52105439,96.01704854,0.8,25,65,0.342
-0.423821307,19.28621638,18.11500533,76.18317724,3,20.4,100,0.135
-0.598012821,17.45541976,23.43764849,99.28189686,32,15.5,99,0.135
0.291056928,26.7901989,23.90368739,100.9818879,0,29.1,70,0.687
0.304705984,28.80165544,19.75311696,118.7813199,0,23.8,94,0.494
-0.128746376,18.16728406,28.84585153,142.5756212,6,21.8,97,0.494
-0.128746376,17.65914688,32.7079996,44.63567253,0,11,74,1.279
-0.260175859,23.71339803,20.16603345,53.27916756,0.3,9.7,94,0.342
-0.562014388,22.09656008,14.69031405,73.19913503,0,-3.2,72,0.342
0.347412977,19.61252994,18.54594246,60.40677361,0,-0.9,31,0.559
0.054374879,27.55382053,30.01121346,122.8977465,31,21,100,0.559
0.241842706,19.55933657,21.13917202,56.84660761,0,-1.2,67,0.559
-0.128746376,8.795612472,15.67665665,103.3375764,0.1,4.9,47,0.494
0.146183597,27.7080579,18.36104989,139.2396778,0.1,17.2,100,0.687
-0.831253018,18.30136052,14.02424211,103.9435497,0,27.9,56,0.986
-0.477122302,23.76771298,12.09507452,117.5216444,0,4.2,52,0.342
-0.522046363,24.74971588,23.7141424,124.7401619,0,6.6,95,0.342
-0.87793966,19.43486209,28.31779776,66.38337953,0,13.2,33,0.986
-0.165211831,26.75772907,13.73080768,105.1883993,1,24.1,83,0.342
0.494,21.50019807,24.95701346,106.1109315,0,16.1,36,0.494
-0.537198927,10.01372752,18.71919603,49.92371715,0,7,52,0.135
0.277380075,28.10168638,21.33800561,127.1437758,0,28.5,81,0.494
-0.159936051,26.91985492,13.65839365,117.6948542,0,32.6,50,0.342
-0.128746376,21.50019807,24.95701346,86.98744944,0,17.5,91,0.342
-0.785850706,19.37585782,30.91459603,104.7641247,0,18.6,53,0.986
0.101810196,19.12559343,18.68957866,83.52948812,0,15.6,76,0.559
-0.486807971,11.31195819,22.97474218,53.73778679,0,17.1,46,0.135
0.168966131,28.08306638,27.14171361,69.88569815,0,29.6,68,0.494
-0.128746376,13.72503911,29.02151891,137.1373692,9,15.5,100,1.279
-0.296466827,27.66910425,27.3895338,115.54891,0.1,17,100,0.342
0.140824259,24.95352904,23.39844661,125.1662391,3,21.6,95,0.687
-0.128746376,15.39312463,26.15788749,98.72008881,0,29.2,39,0.494
-0.988398681,19.04607809,29.02802309,125.7531703,0,28.7,76,0.986
-0.568340254,9.337353267,26.22058629,51.70932834,0,-4.2,38,0.135
0.243189498,25.0680817,27.77145561,158.2266601,0,32.2,68,0.559
0.220140334,25.42055378,26.76732078,102.9217365,3,20.1,100,0.559
-0.408134562,22.16798482,26.43701182,128.8945577,0,8,93,0.135
-1.18450075,16.0320616,18.99648672,108.3711198,0,24.2,50,0.986
0.234149525,27.56218275,22.51743496,60.05720383,0,13.4,67,0.494
0.40676125,23.6104989,9.606048602,108.9756518,0,33.5,70,0.559
-0.128746376,8.138204687,13.72448017,65.29787348,0,6.8,35,0.494
-0.128746376,13.26278143,21.97840968,122.8977465,0,31.5,59,0.494
0.303070721,28.1584201,21.97697243,31.94450957,0,-18.7,29,0.494
-0.580705128,13.16970547,24.69224787,38.69476683,0,-1.2,56,0.135
-0.550416667,20.07012623,22.11705044,104.1060627,0,18.9,18,0.135
0.375777293,23.93629808,20.95419913,113.9344089,0,24.4,90,0.687
-0.571818739,23.33143912,36.11456038,105.0095363,0,23.3,99,0.135
-0.503021583,24.08935694,15.9769409,36.31864286,0,9.4,37,0.342
0.378339878,23.93629808,22.00417588,150.5559355,0,31.1,61,0.687
0.32130808,22.74494089,15.74002535,143.9243968,0,16.9,60,0.559
-0.421326938,23.39948517,22.0744741,112.8040487,0,18.8,34,0.342
-0.128746376,17.77897715,46.66993758,104.9744354,0,12.2,100,0.494
-0.4,21.50019807,24.95701346,123.3464688,0,24.3,40,0.986
-0.826608637,9.162505236,11.77706459,105.0095363,18,21.3,95,0.986
0.128748579,21.65890858,22.55426512,139.5835959,4,13.1,100,0.559
-0.101893894,28.37172041,25.07464609,70.76898561,0,24,91,0.04
0.224195808,27.57324209,22.92724568,80.34418794,0,22.7,35,0.494
-0.157485485,28.27558582,22.68331775,114.0175857,20,23.5,98,0.04
0.371861214,24.57135257,22.46997963,72.14491421,0,-1.7,23,0.687
-0.128746376,13.71555449,24.02617028,124.2071713,0,17.7,94,0.494
0.302311872,24.57117946,18.50530956,66.44194674,0,6.4,69,0.687
0.04,21.50019807,24.95701346,121.5488491,0,16.7,71,0.04
0.278276368,27.67168298,22.40263717,83.45331008,0,3.3,51,0.494
-0.251223022,23.11816553,20.38193118,75.47697498,0,10.3,89,0.342
0.408579988,24.09643425,20.57709251,135.7404771,0,33.9,63,0.494
-0.436834532,21.61673827,13.18436779,25.45993749,0,2,75,0.342
-0.450103917,21.4544105,13.11209116,113.2301695,0,-5.4,74,0.342
0.216038391,26.57789646,23.71449748,101.3894893,0,27.4,62,0.494
0.494,21.50019807,24.95701346,117.4074106,0.6,15.2,96,0.494
0.362793864,21.01382488,16.05957226,130.7800278,0,14.8,100,0.559
-0.312704705,27.54918111,31.83289979,95.87586132,0,-5.2,89,0.04
-0.551858974,19.445001,22.38918918,61.44862525,0,4.9,57,0.135
0.31673835,24.70930083,18.57743939,104.9744354,0,16,23,0.687
0.074638836,27.70796621,27.94198565,112.2108821,7,24.8,90,0.687
-0.40025641,19.16355518,24.63750871,175.1527358,120,23,100,0.135
-0.047373764,27.39867865,27.90836466,80.99001796,0,-0.9,90,0.04
-0.128746376,20.04335201,40.90747353,90.75906873,0,13.5,76,0.494
-0.124284572,26.91978012,13.6581931,94.86487057,0,27.9,59,0.342
-0.261294964,23.55104581,20.38229943,78.37109894,0.8,6.8,71,0.342
-0.23756195,28.41466443,34.21691617,60.33098769,0,13,61,0.04
-0.114532374,27.08153054,14.73770129,104.2709163,0,21.3,69,0.342
0.100126259,20.78029693,18.86595873,121.6028503,0,28.8,72,0.687
0.197510697,25.6564878,24.34024618,90.19295361,0,12,19,0.687
0.302685766,27.45643864,23.43806966,108.5704271,0,5.6,16,0.494
-0.128746376,12.25881084,16.38093179,135.0447287,0,17.5,78,0.494
-0.073439209,25.89332113,20.07448269,123.2662866,0,21.8,74,0.342
-0.560668342,16.60479264,17.53380786,70.29074578,0,8.6,100,0.135
-0.910463321,18.06113459,13.95120709,68.46006938,0,21.4,70,0.986
-1.103952877,20.24653584,32.58100014,91.17837954,0,9.1,38,0.986
0.134324123,27.65398708,18.36104989,119.416393,0,17,91,0.687
-0.86136716,20.78341334,26.73330698,107.1669962,0,-1.4,81,0.986
0.254429111,28.47369096,16.38864324,46.94265345,0,16.1,44,0.494
-0.35025641,19.87778,20.83628096,109.2568633,0,6.2,51,0.135
-0.210071593,28.59962478,28.4581419,73.65799296,0,26.4,81,0.342
0.245584062,26.80009649,18.10825152,103.3375764,0.1,4.9,47,0.494
0.361657298,20.95972751,13.14284435,105.8215695,0.2,21,100,0.559
0.121106343,25.22364555,23.75901843,159.3193962,0,32.1,62,0.687
0.455153073,24.15264423,27.88364418,132.1776669,0,23.2,99,0.687
0.494,21.50019807,24.95701346,94.13439947,0,15.2,79,0.494
-0.18567546,27.39232269,33.07828092,115.1667268,0,24.3,97,0.342
-0.128746376,10.475226,15.81297863,76.85737251,0,13.1,47,0.494
-0.128746376,11.87475794,14.377798,82.07966349,0,1.6,73,0.494
-0.128746376,15.28365709,13.85503462,89.62620356,0,11.4,67,0.494
-0.258882883,25.332791,29.81404477,51.24646066,0,10.8,26,0.04
-0.428201439,23.60596016,14.00954865,90.99243868,0,21.7,19,0.342
-0.131362542,28.59938284,29.0362159,79.20518094,0,26.9,69,0.342
-0.128746376,8.904220714,14.73987653,86.4021028,43,14.5,98,0.494
-0.731224269,20.18643039,30.32060774,103.8837994,0,19.2,100,0.986
0.473598862,24.63942308,27.23538421,93.54207881,4,28.5,80,0.687
-0.958139939,18.73699136,23.89093531,140.6858701,0,32.1,62,0.986
0.288795393,15.45006171,17.89115931,26.95824935,0,3.6,20,0.559
-0.128746376,17.16936928,16.61068852,110.1103955,0,3.4,68,0.494
-1.271617865,17.86768122,28.24459157,43.95231395,0,15.7,50,0.986
0.135,21.50019807,24.95701346,66.21744883,0.4,11.4,83,0.135
